Filename_david	starts_with_el_or_la
2P25_111321221.WAV	1
2P17_110631112.WAV	1
2P22_111311221.WAV	1
2P17_112632112.WAV	1
1P17_313142121.WAV	1
1P29_110141111.WAV	1
1P8_814731112.WAV	1
2P25_211431121.WAV	1
1P34_313212221.WAV	1
2P25_410241111.WAV	1
1P7_112042111.WAV	1
2P22_313212221.WAV	1
2P22_410121211.WAV	1
1P34_111131121.WAV	1
1P34_411811222.WAV	1
2P17_111921222.WAV	1
1P17_410131111.WAV	1
2P5_311541122.WAV	1
1P17_412132111.WAV	1
1P26_111131121.WAV	1
1P19_412012211.WAV	1
2P22_211421221.WAV	1
2P17_211931122.WAV	1
2P24_111411221.WAV	1
1P7_211231121.WAV	1
1P34_210621212.WAV	1
1P17_210731112.WAV	1
1P34_211731122.WAV	1
2P24_212812212.WAV	1
2P25_313242121.WAV	1
1P17_210111211.WAV	1
1P17_113742122.WAV	1
2P24_312532112.WAV	1
2P22_213732122.WAV	1
2P17_213932122.WAV	1
2P24_312042111.WAV	1
1P29_211041121.WAV	1
2P17_211041121.WAV	1
2P24_313422221.WAV	1
2P24_112122211.WAV	1
1P7_411211221.WAV	1
1P19_213232121.WAV	1
1P17_213932122.WAV	1
2P17_111611222.WAV	1
1P17_211311221.WAV	1
2P24_110741112.WAV	1
2P24_112832112.WAV	1
2P5_311631122.WAV	1
2P17_310341111.WAV	1
1P34_410921212.WAV	1
1P7_211011221.WAV	1
2P22_312632112.WAV	1
2P24_211921222.WAV	1
2P24_310221211.WAV	1
1P19_413212221.WAV	1
2P24_213432121.WAV	1
2P24_313022221.WAV	1
2P24_211831122.WAV	1
2P25_411711222.WAV	1
1P34_311611222.WAV	1
2P24_413932122.WAV	1
1P34_311521222.WAV	1
2P25_411221221.WAV	1
2P24_411931122.WAV	1
2P24_413712222.WAV	1
1P8_310131111.WAV	1
2P17_111431121.WAV	1
1P7_310731112.WAV	1
2P24_411621222.WAV	1
1P17_814312111.WAV	1
2P25_212142111.WAV	1
1P17_410531112.WAV	1
2P5_112942112.WAV	1
1P8_111321221.WAV	1
2P24_113322221.WAV	1
2P24_213212221.WAV	1
2P22_110911212.WAV	1
1P34_113222221.WAV	1
1P34_412522212.WAV	1
1P26_814641121.WAV	1
2P25_412642112.WAV	1
2P24_210141111.WAV	1
1P34_211021221.WAV	1
2P24_814212122.WAV	1
2P12_110831112.WAV	1
2P22_210931112.WAV	1
2P12_111231121.WAV	1
2P5_110141111.WAV	1
1P17_113342121.WAV	1
2P17_410131111.WAV	1
1P19_311711222.WAV	1
1P29_111341121.WAV	1
2P12_113632122.WAV	1
2P5_110231111.WAV	1
1P17_210641112.WAV	1
2P24_410641112.WAV	1
2P24_110921212.WAV	1
2P24_312132111.WAV	1
1P34_310321211.WAV	1
2P17_310431111.WAV	1
2P5_112142111.WAV	1
1P26_111041121.WAV	1
2P29_111511222.WAV	1
1P17_213312221.WAV	1
1P7_113422221.WAV	1
1P8_413042121.WAV	1
1P8_113322221.WAV	1
1P19_110531112.WAV	1
2P22_412122211.WAV	1
1P7_411431121.WAV	1
2P25_111721222.WAV	1
2P25_110831112.WAV	1
2P25_212012211.WAV	1
2P24_111631122.WAV	1
2P25_111811222.WAV	1
2P12_111811222.WAV	1
2P17_213532122.WAV	1
2P22_411941122.WAV	1
1P34_310941112.WAV	1
1P29_112012211.WAV	1
1P34_211511222.WAV	1
1P17_111831122.WAV	1
1P19_310511212.WAV	1
2P12_113232121.WAV	1
2P25_211211221.WAV	1
1P29_111521222.WAV	1
1P34_410121211.WAV	1
1P34_311921222.WAV	1
2P12_814212122.WAV	1
1P17_814541212.WAV	1
2P22_211731122.WAV	1
2P25_211831122.WAV	1
1P7_112442111.WAV	1
2P17_211441121.WAV	1
1P17_312212211.WAV	1
2P25_412422211.WAV	1
1P29_113612222.WAV	1
2P25_212942112.WAV	1
1P17_311721222.WAV	1
2P24_410821212.WAV	1
1P34_310141111.WAV	1
1P34_212312211.WAV	1
2P17_412132111.WAV	1
1P7_110131111.WAV	1
1P17_211441121.WAV	1
1P7_110311211.WAV	1
1P17_210241111.WAV	1
2P29_413212221.WAV	1
2P17_212512212.WAV	1
2P17_310611212.WAV	1
1P7_112532112.WAV	1
1P19_111111221.WAV	1
1P17_413422221.WAV	1
1P17_311231121.WAV	1
1P34_212932112.WAV	1
1P34_211821222.WAV	1
2P25_113632122.WAV	1
2P25_111411221.WAV	1
2P24_113412221.WAV	1
1P17_210021211.WAV	1
2P25_311331121.WAV	1
1P17_413912222.WAV	1
1P29_311941122.WAV	1
2P22_111041121.WAV	1
2P25_212232111.WAV	1
1P34_310231111.WAV	1
1P34_310811212.WAV	1
2P25_411131121.WAV	1
2P5_211841122.WAV	1
1P8_310441111.WAV	1
1P19_212922212.WAV	1
1P34_211241121.WAV	1
1P8_814341111.WAV	1
1P17_212732112.WAV	1
2P24_411711222.WAV	1
2P25_112922212.WAV	1
1P7_110221211.WAV	1
2P5_210641112.WAV	1
2P25_312532112.WAV	1
1P19_213412221.WAV	1
1P17_112232111.WAV	1
2P17_310031111.WAV	1
1P29_310121211.WAV	1
1P34_110731112.WAV	1
1P34_111221221.WAV	1
1P34_412032111.WAV	1
2P24_110341111.WAV	1
2P24_212412211.WAV	1
2P24_410731112.WAV	1
2P24_411221221.WAV	1
2P25_311731122.WAV	1
1P17_212512212.WAV	1
2P25_213212221.WAV	1
2P17_212732112.WAV	1
2P25_411041121.WAV	1
1P26_110111211.WAV	1
1P29_313812222.WAV	1
2P24_412242111.WAV	1
1P34_211331121.WAV	1
2P24_313732122.WAV	1
1P17_310121211.WAV	1
1P8_410241111.WAV	1
2P17_311231121.WAV	1
1P26_110511212.WAV	1
2P25_410331111.WAV	1
1P17_814641121.WAV	1
1P7_814622121.WAV	1
2P24_112432111.WAV	1
1P29_113522222.WAV	1
2P24_412022211.WAV	1
1P34_411721222.WAV	1
1P19_211321221.WAV	1
1P17_213132121.WAV	1
2P22_413412221.WAV	1
2P22_411721222.WAV	1
1P19_310111211.WAV	1
2P17_311941122.WAV	1
1P34_313432121.WAV	1
2P25_311021221.WAV	1
1P17_412042111.WAV	1
1P17_110541112.WAV	1
1P17_212242111.WAV	1
1P8_211211221.WAV	1
2P25_410511212.WAV	1
2P17_313942122.WAV	1
2P22_110641112.WAV	1
1P34_310721212.WAV	1
1P29_310431111.WAV	1
2P25_113942122.WAV	1
2P24_210721212.WAV	1
1P34_113932122.WAV	1
2P25_411931122.WAV	1
2P24_814622121.WAV	1
1P19_110221211.WAV	1
1P7_311311221.WAV	1
1P17_111921222.WAV	1
2P22_814131211.WAV	1
2P5_113032121.WAV	1
2P5_113922222.WAV	1
2P25_312132111.WAV	1
2P17_210731112.WAV	1
1P34_413232121.WAV	1
2P24_112612212.WAV	1
2P17_110141111.WAV	1
2P24_410511212.WAV	1
1P17_112542112.WAV	1
2P25_111941122.WAV	1
2P25_413312221.WAV	1
1P8_310621212.WAV	1
2P24_210941112.WAV	1
1P19_413122221.WAV	1
1P19_814212122.WAV	1
1P34_312142111.WAV	1
2P5_111611222.WAV	1
2P25_412112211.WAV	1
1P19_111641122.WAV	1
2P5_313942122.WAV	1
1P34_311831122.WAV	1
2P24_310621212.WAV	1
2P17_210111211.WAV	1
2P24_212142111.WAV	1
2P12_111321221.WAV	1
1P17_212332111.WAV	1
1P17_412622212.WAV	1
2P24_412912212.WAV	1
2P17_211711222.WAV	1
2P5_110941112.WAV	1
1P8_814112211.WAV	1
2P17_312522212.WAV	1
2P22_814312111.WAV	1
1P17_313412221.WAV	1
1P19_213632122.WAV	1
1P17_413022221.WAV	1
2P17_111211221.WAV	1
1P17_413822222.WAV	1
1P17_412442111.WAV	1
2P24_110431111.WAV	1
2P25_211611222.WAV	1
1P26_113132121.WAV	1
1P17_211931122.WAV	1
2P22_111931122.WAV	1
2P22_814641121.WAV	1
1P19_814622121.WAV	1
1P7_211941122.WAV	1
2P22_212222211.WAV	1
2P25_211121221.WAV	1
2P17_312922212.WAV	1
2P22_311431121.WAV	1
2P12_310441111.WAV	1
1P17_110721212.WAV	1
2P22_213912222.WAV	1
1P7_410721212.WAV	1
1P34_312012211.WAV	1
2P29_211631122.WAV	1
2P12_110341111.WAV	1
1P34_112112211.WAV	1
1P34_413542122.WAV	1
2P24_413222221.WAV	1
1P29_111611222.WAV	1
2P24_111231121.WAV	1
1P7_113822222.WAV	1
2P12_112832112.WAV	1
2P24_310841112.WAV	1
2P29_410941112.WAV	1
2P25_112432111.WAV	1
2P22_411231121.WAV	1
2P22_413232121.WAV	1
2P24_213832122.WAV	1
2P22_211511222.WAV	1
2P17_211221221.WAV	1
2P22_113932122.WAV	1
2P12_413932122.WAV	1
1P19_213142121.WAV	1
2P24_814731112.WAV	1
1P29_212022211.WAV	1
2P24_312222211.WAV	1
1P7_210121211.WAV	1
2P24_112212211.WAV	1
2P5_814231122.WAV	1
1P19_311131121.WAV	1
2P12_310131111.WAV	1
2P22_211331121.WAV	1
1P7_112222211.WAV	1
1P34_312632112.WAV	1
2P22_410031111.WAV	1
2P22_310141111.WAV	1
1P34_110111211.WAV	1
1P26_111931122.WAV	1
1P19_110621212.WAV	1
2P17_212022211.WAV	1
2P17_210641112.WAV	1
2P17_814231122.WAV	1
2P24_412642112.WAV	1
1P34_313922222.WAV	1
1P17_411731122.WAV	1
2P24_112522212.WAV	1
1P7_111641122.WAV	1
2P17_311411221.WAV	1
2P22_312012211.WAV	1
2P25_212542112.WAV	1
2P12_111721222.WAV	1
2P24_814031222.WAV	1
1P34_814231122.WAV	1
2P24_212632112.WAV	1
1P34_212222211.WAV	1
1P34_410521212.WAV	1
2P17_210331111.WAV	1
2P24_411311221.WAV	1
2P24_412732112.WAV	1
1P19_213812222.WAV	1
2P29_113642122.WAV	1
2P17_111031121.WAV	1
2P22_814541212.WAV	1
2P22_410741112.WAV	1
2P17_410531112.WAV	1
2P25_210321211.WAV	1
2P22_110731112.WAV	1
2P24_412332111.WAV	1
2P24_412422211.WAV	1
2P22_211821222.WAV	1
1P19_110131111.WAV	1
1P7_310111211.WAV	1
1P17_110011211.WAV	1
2P5_310611212.WAV	1
2P24_211121221.WAV	1
2P24_413042121.WAV	1
2P25_413442121.WAV	1
2P17_210421211.WAV	1
1P19_410231111.WAV	1
2P17_211131121.WAV	1
2P22_310631112.WAV	1
1P7_311131121.WAV	1
2P25_210411211.WAV	1
2P29_110931112.WAV	1
1P17_312032111.WAV	1
2P29_814212122.WAV	1
2P24_112742112.WAV	1
1P17_213442121.WAV	1
2P12_213922222.WAV	1
2P25_110431111.WAV	1
2P29_411031121.WAV	1
2P22_210621212.WAV	1
2P24_312712212.WAV	1
2P24_211741122.WAV	1
2P17_311541122.WAV	1
2P5_210911212.WAV	1
1P7_412812212.WAV	1
1P19_313132121.WAV	1
1P7_310641112.WAV	1
2P17_111741122.WAV	1
1P17_313012221.WAV	1
2P29_412142111.WAV	1
2P24_212942112.WAV	1
2P17_213222221.WAV	1
2P24_413622222.WAV	1
2P5_113832122.WAV	1
2P25_413622222.WAV	1
2P25_213522222.WAV	1
2P22_112422211.WAV	1
1P7_312422211.WAV	1
2P12_110611212.WAV	1
1P17_410221211.WAV	1
2P5_211711222.WAV	1
1P26_210441111.WAV	1
2P12_110431111.WAV	1
2P24_212322211.WAV	1
2P22_311741122.WAV	1
2P22_210221211.WAV	1
2P24_410421211.WAV	1
1P7_113242121.WAV	1
1P17_412842112.WAV	1
1P17_814022222.WAV	1
2P17_411731122.WAV	1
2P25_113322221.WAV	1
2P22_412432111.WAV	1
2P24_213032121.WAV	1
2P12_110121211.WAV	1
2P17_210021211.WAV	1
1P34_311211221.WAV	1
2P17_313812222.WAV	1
2P25_312222211.WAV	1
1P34_412212211.WAV	1
2P25_412512212.WAV	1
1P8_111941122.WAV	1
1P17_413732122.WAV	1
2P25_112522212.WAV	1
1P19_211411221.WAV	1
1P34_311341121.WAV	1
1P34_111711222.WAV	1
2P22_313922222.WAV	1
2P25_413932122.WAV	1
2P22_412032111.WAV	1
2P22_313432121.WAV	1
1P26_111841122.WAV	1
2P24_313242121.WAV	1
1P19_113242121.WAV	1
2P17_311811222.WAV	1
1P17_310611212.WAV	1
2P17_113032121.WAV	1
2P25_311421221.WAV	1
2P17_412042111.WAV	1
2P24_312932112.WAV	1
2P22_411411221.WAV	1
1P17_213622222.WAV	1
1P34_410211211.WAV	1
1P17_213712222.WAV	1
2P24_413132121.WAV	1
1P17_211221221.WAV	1
1P17_210821212.WAV	1
2P17_310521212.WAV	1
1P29_210111211.WAV	1
1P17_313542122.WAV	1
1P34_410341111.WAV	1
1P7_311221221.WAV	1
1P17_310211211.WAV	1
2P25_213032121.WAV	1
1P7_110841112.WAV	1
1P8_311331121.WAV	1
2P24_410241111.WAV	1
2P17_213132121.WAV	1
2P24_412112211.WAV	1
2P24_211211221.WAV	1
2P17_212112211.WAV	1
1P34_210221211.WAV	1
2P25_111141121.WAV	1
2P29_310331111.WAV	1
2P24_110521212.WAV	1
1P19_413922222.WAV	1
1P19_311311221.WAV	1
1P7_311931122.WAV	1
2P12_312132111.WAV	1
1P34_310411211.WAV	1
2P24_310711212.WAV	1
2P25_112212211.WAV	1
2P17_413732122.WAV	1
1P29_110411211.WAV	1
2P22_213332121.WAV	1
1P34_213912222.WAV	1
2P24_313512222.WAV	1
1P34_112022211.WAV	1
1P19_411031121.WAV	1
1P19_312022211.WAV	1
2P22_411321221.WAV	1
1P19_313442121.WAV	1
1P34_410831112.WAV	1
2P24_113812222.WAV	1
1P19_211231121.WAV	1
2P12_111631122.WAV	1
2P12_111541122.WAV	1
2P24_411841122.WAV	1
2P25_211521222.WAV	1
1P8_410731112.WAV	1
2P5_310741112.WAV	1
1P26_113222221.WAV	1
2P24_113942122.WAV	1
2P25_311111221.WAV	1
2P22_212932112.WAV	1
2P24_213612222.WAV	1
1P26_210531112.WAV	1
2P25_410911212.WAV	1
2P5_310211211.WAV	1
1P19_310331111.WAV	1
1P34_213732122.WAV	1
1P34_113622222.WAV	1
1P34_110821212.WAV	1
2P17_412532112.WAV	1
2P24_411441121.WAV	1
2P17_310921212.WAV	1
2P17_113122221.WAV	1
2P25_310711212.WAV	1
1P17_413642122.WAV	1
2P12_410641112.WAV	1
1P7_210211211.WAV	1
2P29_310911212.WAV	1
1P29_210731112.WAV	1
2P12_413532122.WAV	1
2P25_412822212.WAV	1
1P29_312922212.WAV	1
1P29_110321211.WAV	1
2P24_311421221.WAV	1
2P17_814722112.WAV	1
1P7_211141121.WAV	1
2P5_111031121.WAV	1
2P12_210231111.WAV	1
2P24_814522212.WAV	1
2P24_113542122.WAV	1
2P24_113722222.WAV	1
1P29_113212221.WAV	1
1P29_112942112.WAV	1
2P22_111841122.WAV	1
2P5_111921222.WAV	1
2P5_112012211.WAV	1
1P19_210121211.WAV	1
1P17_311141121.WAV	1
1P17_410311211.WAV	1
1P7_110711212.WAV	1
1P17_112142111.WAV	1
1P26_211731122.WAV	1
2P17_310121211.WAV	1
2P24_210541112.WAV	1
1P17_113522222.WAV	1
2P24_212722212.WAV	1
1P17_211841122.WAV	1
1P26_311611222.WAV	1
1P34_111931122.WAV	1
2P25_313912222.WAV	1
1P19_312732112.WAV	1
2P29_313712222.WAV	1
2P17_312212211.WAV	1
1P34_213332121.WAV	1
1P34_411011221.WAV	1
2P25_313332121.WAV	1
1P7_814522212.WAV	1
2P17_413242121.WAV	1
1P19_112132111.WAV	1
2P17_312612212.WAV	1
2P25_110031111.WAV	1
2P22_410831112.WAV	1
1P34_312322211.WAV	1
2P29_112532112.WAV	1
1P7_212212211.WAV	1
1P34_212712212.WAV	1
1P7_412142111.WAV	1
2P12_112922212.WAV	1
1P8_213032121.WAV	1
2P22_412522212.WAV	1
2P17_113922222.WAV	1
2P22_313342121.WAV	1
2P12_411131121.WAV	1
1P8_814522212.WAV	1
1P7_213322221.WAV	1
2P25_312932112.WAV	1
1P34_311031121.WAV	1
2P24_110211211.WAV	1
2P17_112012211.WAV	1
2P12_312932112.WAV	1
1P26_814231122.WAV	1
1P19_411521222.WAV	1
2P17_111831122.WAV	1
1P7_110041111.WAV	1
2P25_312042111.WAV	1
2P25_210011211.WAV	1
1P26_411011221.WAV	1
1P17_312122211.WAV	1
1P7_413212221.WAV	1
1P17_814131211.WAV	1
2P5_413332121.WAV	1
2P17_413332121.WAV	1
2P22_212132111.WAV	1
2P25_110521212.WAV	1
2P5_111521222.WAV	1
2P12_410331111.WAV	1
2P17_313722222.WAV	1
2P25_310311211.WAV	1
2P22_312232111.WAV	1
1P34_212132111.WAV	1
2P12_411531122.WAV	1
2P5_111211221.WAV	1
1P26_211821222.WAV	1
2P12_312712212.WAV	1
2P12_210721212.WAV	1
2P17_411641122.WAV	1
1P29_112632112.WAV	1
